1,-1,-0.47916666666666669,0
1,1,-0.4375,0.64421768723769102
1,-1,-0.39583333333333331,0.98544972998846014
1,1,-0.35416666666666669,0.86320936664887393
1,-1,-0.3125,0.33498815015590511
1,1,-0.27083333333333331,-0.35078322768961984
1,-1,-0.22916666666666666,-0.87157577241358775
1,1,-0.1875,-0.98245261262433259
1,-1,-0.14583333333333334,-0.63126663787232162
1,1,-0.10416666666666667,0.016813900484349713
1,-1,-0.0625,0.65698659871878906
1,1,-0.020833333333333332,0.98816823387700026
1,-1,0.020833333333333332,0.85459890808828143
1,1,0.0625,0.31909836234935213
1,-1,0.10416666666666667,-0.36647912925192677
1,1,0.14583333333333334,-0.87969575997167015
1,-1,0.1875,-0.9791777291513174
1,1,0.22916666666666666,-0.61813711223703471
1,-1,0.27083333333333331,0.033623047221136695
1,1,0.3125,0.66956976219660103
1,-1,0.35416666666666669,0.99060735569487035
1,1,0.39583333333333331,0.84574683114293425
1,-1,0.4375,0.30311835674570398
1,1,0.47916666666666669,-0.38207141718400583
